id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
182802,Palestine,PSE,32.3227615,35.0702555,"[32.3227615, 35.0702555]",Recommended figure,Conflict,total,1012,2025-03-31,2025-03-15,2025-03-31,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Local Authorities; Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,"Nur Shams Refugee camp, Tulkarm Governorate, Judea and Samaria, Palestinian Territories; Tulkarm Governorate, Judea and Samaria, Palestinian Territories","32.318062, 35.056252; 32.327461, 35.084259",County/City/town/Village/Woreda (ADM3); District/Zone/Department (ADM2),Origin; Origin,Displacement without preventive evacuations reported,2025-04-23T13:17:41.444752Z,"Palestine: 1,012 displacements, 15 March - 31 March. International armed conflict (iac) resulted in a total of 200 households being displaced in Tulkarm Governorate, and Nur Shams Refugee camp,between 15 March and 31 March, according to Office for the Coordination of Humanitarian Affairs (OCHA) and local authorities.",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,Conflict
181877,Palestine,PSE,32.46188,35.297569,"[32.46188, 35.297569]",Recommended figure,Conflict,more than or equal to,500,2025-03-11,2025-03-10,2025-03-11,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-272-west-bank-enhear,"Jenin, Jenin Governorate, Judea and Samaria, Palestinian Territories","32.46188, 35.297569",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-04-01T14:00:53.841173Z,"Palestine: 500 displacements, 10 March - 11 March. More than or equal to 500 people were displaced due to international armed conflict (iac) between 10 March and 11 March in Jenin, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-272-west-bank-enhear,Conflict
181900,Palestine,PSE,32.46188,35.297569,"[32.46188, 35.297569]",Recommended figure,Conflict,more than or equal to,152,2025-03-04,2025-03-04,2025-03-04,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-270-west-bank-enhear,"Jenin, Jenin Governorate, Judea and Samaria, Palestinian Territories","32.46188, 35.297569",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-04-01T15:29:10.276400Z,"Palestine: 152 displacements, 04 March - 04 March. According to Office for the Coordination of Humanitarian Affairs (OCHA), more than or equal to 30 households were displaced in Jenin due to international armed conflict (IAC) on 4 March.",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-270-west-bank-enhear,Conflict
181902,Palestine,PSE,31.94697,35.273869,"[31.94697, 35.273869]",Recommended figure,Conflict,more than or equal to,25,2025-03-06,2025-02-27,2025-03-06,2025,30934,Palestine: Communal violence - West Bank - 27/02/2025,,,2025-02-27,2025-03-06,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-270-west-bank-enhear,"West Bank, Palestinian Territories","31.94697, 35.273869",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2025-04-01T15:37:33.149210Z,"Palestine: 25 displacements, 27 February - 06 March. More than or equal to 5 households were displaced due to communal violence between 27 February and 6 March in West Bank, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-270-west-bank-enhear,Conflict
183507,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,5,2025-01-31,2025-01-31,2025-01-31,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-05-09T14:21:28.587030Z,"Palestine: 5 displacements (destroyed housing), 31 January - 31 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced due to destroyed housing in Jabal al Mukabbir due to international armed conflict (iac) on 31 January",https://demolition.ochaopt.org/login.aspx,Conflict
183365,Palestine,PSE,31.86565,35.457241,"[31.86565, 35.457241]",Recommended figure,Conflict,total,22,2025-01-31,2025-01-31,2025-01-31,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Jericho, Jericho Governorate, Judea and Samaria, Palestinian Territories","31.86565, 35.457241",County/City/town/Village/Woreda (ADM3),Origin,,2025-05-05T15:44:52.664847Z,"Palestine: 22 displacements (destroyed housing), 31 January - 31 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 22 people were displaced in Jericho due to international armed conflict (iac) on 31 January by housing demolition.",https://demolition.ochaopt.org/login.aspx,Conflict
182912,Palestine,PSE,32.180759,35.066608,"[32.180759, 35.066608]",Recommended figure,Conflict,total,7,2025-01-30,2025-01-30,2025-01-30,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Qalqilya Governorate, Judea and Samaria, Palestinian Territories","32.180759, 35.066608",District/Zone/Department (ADM2),Origin,,2025-04-25T14:03:53.533368Z,"Palestine: 7 displacements (destroyed housing), 30 January - 30 January. A total of 7 people were displaced due to international armed conflict (iac) by housing demolition on 30 January in Qalqilya Governorate according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
182905,Palestine,PSE,31.52466,34.96537,"[31.52466, 34.96537]",Recommended figure,Conflict,total,7,2025-01-29,2025-01-29,2025-01-29,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"As Simia - Deir Samit, Hebron Governorate, Judea and Samaria, Palestinian Territories","31.52466, 34.96537",Point,Origin,,2025-04-25T13:01:01.360825Z,"Palestine: 7 displacements (destroyed housing), 29 January - 29 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolitions in Hebron Governorate due to international armed conflict (iac) on 28 January.",https://demolition.ochaopt.org/login.aspx,Conflict
183509,Palestine,PSE,32.327461,35.084259,"[32.327461, 35.084259]",Recommended figure,Conflict,total,4,2025-01-29,2025-01-29,2025-01-29,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Tulkarm Governorate, Judea and Samaria, Palestinian Territories","32.327461, 35.084259",District/Zone/Department (ADM2),Origin,,2025-05-09T14:21:28.740348Z,"Palestine: 4 displacements (destroyed housing), 29 January - 29 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 4 people were displaced due to destroyed housing in Tulkarm due to international armed conflict (iac) on 29 January",https://demolition.ochaopt.org/login.aspx,Conflict
183511,Palestine,PSE,32.06403,35.024109,"[32.06403, 35.024109]",Recommended figure,Conflict,total,5,2025-01-29,2025-01-29,2025-01-29,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Deir Ballut, Salfit Governorate, Judea and Samaria, Palestinian Territories","32.06403, 35.024109",Point,Origin,,2025-05-09T14:21:28.871781Z,"Palestine: 5 displacements (destroyed housing), 29 January - 29 January. International armed conflict (iac) resulted in a total of 5 people being displaced due to destroyed housing in Deir Ballut, Salfit Governorate, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
183488,Palestine,PSE,31.956129,35.47105,"[31.956129, 35.47105]",Recommended figure,Conflict,total,2,2025-01-28,2025-01-28,2025-01-28,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Jericho Governorate, Judea and Samaria, Palestinian Territories","31.956129, 35.47105",District/Zone/Department (ADM2),Origin,,2025-05-08T15:54:34.291882Z,"Palestine: 2 displacements (destroyed housing), 28 January - 28 January. A total of 2 people were displaced due to destroyed housing due to international armed conflict (iac) on 28 January in Jericho according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
182910,Palestine,PSE,31.707121,35.206589,"[31.707121, 35.206589]",Recommended figure,Conflict,total,18,2025-01-28,2025-01-28,2025-01-28,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Bethlehem, West Bank, Palestinian Territories","31.707121, 35.206589",County/City/town/Village/Woreda (ADM3),Origin,,2025-04-25T13:58:21.971369Z,"Palestine: 18 displacements (destroyed housing), 28 January - 28 January. A total of 18 people were displaced due to international armed conflict (iac) by housing demolition on 9 January in Bethlehem, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
183529,Palestine,PSE,32.184681,35.4543,"[32.184681, 35.4543]",Recommended figure,Conflict,total,7,2025-01-26,2025-01-26,2025-01-26,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Furush Beit Dajan, Arvot Hayarden Regional Council, West Bank, Palestinian Territories","32.184681, 35.4543",County/City/town/Village/Woreda (ADM3),Origin,,2025-05-09T14:38:16.467302Z,"Palestine: 7 displacements (destroyed housing), 26 January - 26 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced due to destroyed housing in Furush Beit Dajan, due to international armed conflict (iac) on 26 January",https://demolition.ochaopt.org/login.aspx,Conflict
181784,Palestine,PSE,32.350148000000004,35.217200500000004,"[32.350148000000004, 35.217200500000004]",Recommended figure,Conflict,total,40000,2025-02-10,2025-01-21,2025-02-10,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,United Nations (UN),https://news.un.org/en/story/2025/02/1159971,"Jenin Refugee Camp, Jenin Governorate, Judea and Samaria, Palestinian Territories; Nur Shams Refugee camp, Tulkarm Governorate, Judea and Samaria, Palestinian Territories; Tubas Governorate, Judea and Samaria, Palestinian Territories; Tulkarm Governorate, Judea and Samaria, Palestinian Territories","32.460201, 35.28817; 32.318062, 35.056252; 32.294868, 35.440121; 32.327461, 35.084259",Point; County/City/town/Village/Woreda (ADM3); District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2025-03-31T10:11:33.330206Z,"Palestine: 40,000 displacements, 21 January - 10 February. According to United Nations (UN), a total of 40000 people were displaced in Jenin Refugee Camp, Tulkarm, Nur Shams Refugee camp, and Far'a camp due to international armed conflict (IAC) between 21 January and 10 February",https://news.un.org/en/story/2025/02/1159971,Conflict
183368,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,4,2025-01-21,2025-01-21,2025-01-21,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-05-06T13:59:22.967685Z,"Palestine: 4 displacements (destroyed housing), 21 January - 21 January. International armed conflict (iac) resulted in a total of 4 people being displaced by housing demolition in Sur Bahir on 21 January, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
183372,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,39,2025-01-21,2025-01-05,2025-01-21,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-05-06T14:20:39.684350Z,"Palestine: 39 displacements (destroyed housing), 05 January - 21 January. A total of 39 people were displaced due to destroyed housing due to international armed conflict (iac) on 5 January in Silwan according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
175302,Palestine,PSE,32.46188,35.297569,"[32.46188, 35.297569]",Triangulation,Conflict,approximately,10120,2025-01-22,2025-01-01,2025-01-22,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,United Nations Relief and Works Agency (UNRWA),https://www.aljazeera.com/news/2025/1/22/deadly-israeli-raid-in-jenin-leads-to-mass-displacement-destruction,"Jenin, Jenin Governorate, Judea and Samaria, Palestinian Territories","32.46188, 35.297569",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-01-27T14:51:45.294509Z,"Palestine: 10,120 displacements, 01 January - 22 January. According to United Nations Relief and Works Agency (UNRWA), approximately 2000 households were displaced in Jenin Governorate due to international armed conflict (IAC) between 15 December 2024 and 22 January 2025",https://www.aljazeera.com/news/2025/1/22/deadly-israeli-raid-in-jenin-leads-to-mass-displacement-destruction,Conflict
